date,9876549D UN Equity
2011-06-13,0.2618
2011-06-14,-0.0979
2011-06-15,-2.8422
2011-06-16,-2.0511
2011-06-17,3.9478
2011-06-18,
2011-06-19,
2011-06-20,-2.4439
2011-06-21,3.4191
2011-06-22,-1.7675999999999998
2011-06-23,2.4657999999999998
2011-06-24,-2.5366
2011-06-25,
2011-06-26,
2011-06-27,-1.9019
2011-06-28,1.8027
2011-06-29,1.9043999999999999
2011-06-30,2.1639
2011-07-01,-1.027
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,0.1946
2011-07-06,-0.6796
2011-07-07,2.1831
2011-07-08,-2.3597
2011-07-09,
2011-07-10,
2011-07-11,-1.7635999999999998
2011-07-12,-0.0997
2011-07-13,0.1664
2011-07-14,0.6645
2011-07-15,2.4422
2011-07-16,
2011-07-17,
2011-07-18,-1.643
2011-07-19,1.0154
2011-07-20,-2.0104
2011-07-21,0.9596
2011-07-22,1.4094
2011-07-23,
2011-07-24,
2011-07-25,-1.81
2011-07-26,-0.2962
2011-07-27,0.3301
2011-07-28,0.0
2011-07-29,-1.4149
2011-07-30,
2011-07-31,
2011-08-01,-0.2336
2011-08-02,-2.9776
2011-08-03,0.3793
2011-08-04,-3.4009
2011-08-05,-1.6714
2011-08-06,
2011-08-07,
2011-08-08,-5.5335
2011-08-09,3.5605
2011-08-10,-2.1442
2011-08-11,3.6267
2011-08-12,-1.3853
2011-08-13,
2011-08-14,
2011-08-15,3.0684
2011-08-16,-0.0359
2011-08-17,2.2964
2011-08-18,-3.8583
2011-08-19,-3.1011
2011-08-20,
2011-08-21,
2011-08-22,4.2169
2011-08-23,-0.8671
2011-08-24,1.1297
2011-08-25,-0.8288
2011-08-26,2.798
2011-08-27,
2011-08-28,
2011-08-29,4.4539
2011-08-30,-0.4061
2011-08-31,0.7815
2011-09-01,-0.9103
2011-09-02,0.4083
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-2.3043
2011-09-07,0.8325
2011-09-08,0.2064
2011-09-09,-2.7462999999999997
2011-09-10,
2011-09-11,
2011-09-12,-1.8708
2011-09-13,-0.6835
2011-09-14,-1.992
2011-09-15,2.439
2011-09-16,2.0202
2011-09-17,
2011-09-18,
2011-09-19,-0.0707
2011-09-20,-2.0878
2011-09-21,3.3249
2011-09-22,-8.6394
2011-09-23,1.9142000000000001
2011-09-24,
2011-09-25,
2011-09-26,0.5259
2011-09-27,2.3916
2011-09-28,-0.1825
2011-09-29,-2.1938
2011-09-30,-2.5047
2011-10-01,
2011-10-02,
2011-10-03,-3.9494
2011-10-04,0.2794
2011-10-05,5.6131
2011-10-06,3.2039
2011-10-07,-0.3287
2011-10-08,
2011-10-09,
2011-10-10,0.7695
2011-10-11,-1.5272999999999999
2011-10-12,2.2895
2011-10-13,0.9025
2011-10-14,0.966
2011-10-15,
2011-10-16,
2011-10-17,-0.6378
2011-10-18,0.9272
2011-10-19,-0.424
2011-10-20,2.2356
2011-10-21,0.5901
2011-10-22,
2011-10-23,
2011-10-24,-0.6901
2011-10-25,-2.0848
2011-10-26,-2.8034
2011-10-27,9.0909
2011-10-28,-1.4391
2011-10-29,
2011-10-30,
2011-10-31,-0.3396
2011-11-01,-2.0784
2011-11-02,-0.1392
2011-11-03,0.8014
2011-11-04,1.8666
2011-11-05,
2011-11-06,
2011-11-07,1.9681
2011-11-08,0.6656
2011-11-09,-2.5455
2011-11-10,1.7978
2011-11-11,0.9997
2011-11-12,
2011-11-13,
2011-11-14,2.0455
2011-11-15,0.194
2011-11-16,-2.9042
2011-11-17,-4.0213
2011-11-18,-1.108
2011-11-19,
2011-11-20,
2011-11-21,0.4202
2011-11-22,1.8828
2011-11-23,-2.601
2011-11-24,
2011-11-25,0.1757
2011-11-26,
2011-11-27,
2011-11-28,1.7888
2011-11-29,-1.275
2011-11-30,1.3961999999999999
2011-12-01,1.1015
2011-12-02,1.6684
2011-12-03,
2011-12-04,
2011-12-05,-0.5358
2011-12-06,-2.7609
2011-12-07,-0.1039
2011-12-08,-2.5997
2011-12-09,2.1708
2011-12-10,
2011-12-11,
2011-12-12,0.0348
2011-12-13,-0.766
2011-12-14,-2.1404
2011-12-15,-0.1076
2011-12-16,-0.2154
2011-12-17,
2011-12-18,
2011-12-19,1.9784000000000002
2011-12-20,3.9506
2011-12-21,1.0519
2011-12-22,0.1343
2011-12-23,0.1677
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,-0.4352
2011-12-28,-0.6725
2011-12-29,0.3724
2011-12-30,0.1349
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,0.8084
2012-01-04,-2.1383
2012-01-05,0.2048
2012-01-06,-0.1022
2012-01-07,
2012-01-08,
2012-01-09,-0.2729
2012-01-10,1.2312
2012-01-11,-0.0676
2012-01-12,-1.0818
2012-01-13,-2.5974
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,2.9123
2012-01-18,0.1023
2012-01-19,-2.248
2012-01-20,-2.1254
2012-01-21,
2012-01-22,
2012-01-23,3.1684
2012-01-24,-1.0697
2012-01-25,-0.1744
2012-01-26,1.5373999999999999
2012-01-27,0.4129
2012-01-28,
2012-01-29,
2012-01-30,-0.5826
2012-01-31,-0.1034
2012-02-01,0.0
2012-02-02,-0.8282
2012-02-03,5.1496
2012-02-04,
2012-02-05,
2012-02-06,-4.5334
2012-02-07,-2.6343
2012-02-08,1.3884
2012-02-09,-0.316
2012-02-10,0.2818
2012-02-11,
2012-02-12,
2012-02-13,-3.6178
2012-02-14,-0.4738
2012-02-15,1.8674
2012-02-16,2.2286
2012-02-17,-0.5626
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-0.9194
2012-02-22,-0.6781
2012-02-23,0.3953
2012-02-24,-0.1432
2012-02-25,
2012-02-26,
2012-02-27,3.2616
2012-02-28,1.6314
2012-02-29,0.7172
2012-03-01,0.1695
2012-03-02,-0.1354
2012-03-03,
2012-03-04,
2012-03-05,0.0678
2012-03-06,-1.1179000000000001
2012-03-07,0.0
2012-03-08,1.5758999999999999
2012-03-09,-0.5396
2012-03-10,
2012-03-11,
2012-03-12,0.1356
2012-03-13,0.8466
2012-03-14,0.1007
2012-03-15,1.1406
2012-03-16,0.8292
2012-03-17,
2012-03-18,
2012-03-19,-0.4276
2012-03-20,1.1893
2012-03-21,-0.4244
2012-03-22,-1.3115
2012-03-23,1.0963
2012-03-24,
2012-03-25,
2012-03-26,-0.0329
2012-03-27,-0.3945
2012-03-28,-1.5842
2012-03-29,-0.9054
2012-03-30,1.9966
2012-03-31,
2012-04-01,
2012-04-02,0.0995
2012-04-03,0.3977
2012-04-04,-0.9574
2012-04-05,-0.8
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-0.4368
2012-04-10,-1.5187
2012-04-11,0.0
2012-04-12,0.8568
2012-04-13,-0.8155
2012-04-14,
2012-04-15,
2012-04-16,-0.7879
2012-04-17,0.587
2012-04-18,-0.7552
2012-04-19,-0.6918
2012-04-20,1.846
2012-04-21,
2012-04-22,
2012-04-23,-1.0944
2012-04-24,1.2102
2012-04-25,-0.3416
2012-04-26,1.3713
2012-04-27,-0.6764
2012-04-28,
2012-04-29,
2012-04-30,-0.5107
2012-05-01,-0.3422
2012-05-02,0.0343
2012-05-03,0.4463
2012-05-04,1.162
2012-05-05,
2012-05-06,
2012-05-07,-1.7905
2012-05-08,0.516
2012-05-09,-0.9582
2012-05-10,-0.8984
2012-05-11,-0.3835
2012-05-12,
2012-05-13,
2012-05-14,-1.8551
2012-05-15,0.0713
2012-05-16,0.4277
2012-05-17,-3.5486
2012-05-18,1.1773
2012-05-19,
2012-05-20,
2012-05-21,0.9818
2012-05-22,0.1801
2012-05-23,-1.6535
2012-05-24,1.2061
2012-05-25,0.1806
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,1.2617
2012-05-30,-1.4952
2012-05-31,0.253
2012-06-01,-1.4059
2012-06-02,
2012-06-03,
2012-06-04,0.0
2012-06-05,-0.1097
2012-06-06,0.7321
2012-06-07,-0.6541
2012-06-08,-1.207
2012-06-09,
2012-06-10,
2012-06-11,1.5550000000000002
2012-06-12,1.276
2012-06-13,-1.4759
2012-06-14,0.0
2012-06-15,-2.046
2012-06-16,
2012-06-17,
2012-06-18,0.6341
2012-06-19,2.2609
2012-06-20,0.6524
2012-06-21,-1.0083
2012-06-22,-1.928
2012-06-23,
2012-06-24,
2012-06-25,-1.7804
2012-06-26,-2.1526
2012-06-27,0.193
2012-06-28,-1.2711999999999999
2012-06-29,2.302
2012-06-30,
2012-07-01,
2012-07-02,0.8772
2012-07-03,0.4537
2012-07-04,
2012-07-05,-0.0376
2012-07-06,0.3012
2012-07-07,
2012-07-08,
2012-07-09,0.488
2012-07-10,-1.5689
2012-07-11,-0.3416
2012-07-12,-0.6474
2012-07-13,0.8816
2012-07-14,
2012-07-15,
2012-07-16,-0.5699
2012-07-17,-0.4585
2012-07-18,-0.3071
2012-07-19,0.077
2012-07-20,-0.885
2012-07-21,
2012-07-22,
2012-07-23,-0.3882
2012-07-24,-2.4552
2012-07-25,9.988
2012-07-26,1.6346
2012-07-27,0.2502
2012-07-28,
2012-07-29,
2012-07-30,1.1408
2012-07-31,0.4582
2012-08-01,0.1053
2012-08-02,1.2268
2012-08-03,1.0734
2012-08-04,
2012-08-05,
2012-08-06,-0.5824
2012-08-07,-1.0682
2012-08-08,-0.2786
2012-08-09,1.3273
2012-08-10,-0.1034
2012-08-11,
2012-08-12,
2012-08-13,-0.4486
2012-08-14,-1.3172
2012-08-15,0.4566
2012-08-16,0.5944
2012-08-17,0.0348
2012-08-18,
2012-08-19,
2012-08-20,-0.3822
2012-08-21,-0.6627
2012-08-22,-0.3511
2012-08-23,-1.3037
2012-08-24,0.8925
2012-08-25,
2012-08-26,
2012-08-27,0.1769
2012-08-28,-0.4239
2012-08-29,-0.4257
2012-08-30,0.285
2012-08-31,-0.3908
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,1.3195000000000001
2012-09-05,0.5984
2012-09-06,0.14
2012-09-07,-0.4193
2012-09-08,
2012-09-09,
2012-09-10,-0.5965
2012-09-11,0.353
2012-09-12,4.1154
2012-09-13,-0.3041
2012-09-14,-0.0339
2012-09-15,
2012-09-16,
2012-09-17,0.7458
2012-09-18,0.9758
2012-09-19,0.5332
2012-09-20,0.232
2012-09-21,0.7606
2012-09-22,
2012-09-23,
2012-09-24,-1.6080999999999999
2012-09-25,-1.501
2012-09-26,-0.3386
2012-09-27,1.0194
2012-09-28,0.8409
2012-09-29,
2012-09-30,
2012-10-01,-0.8339
2012-10-02,1.6482
2012-10-03,0.3309
2012-10-04,0.4288
2012-10-05,1.1166
2012-10-06,
2012-10-07,
2012-10-08,-0.5521
2012-10-09,-1.143
2012-10-10,0.5616
2012-10-11,0.7556
2012-10-12,0.3261
2012-10-13,
2012-10-14,
2012-10-15,0.585
2012-10-16,2.1002
2012-10-17,0.6329
2012-10-18,-1.5723
2012-10-19,0.4792
2012-10-20,
2012-10-21,
2012-10-22,-5.7234
2012-10-23,-2.1248
2012-10-24,-2.3088
2012-10-25,0.4233
2012-10-26,1.5806
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,0.0
2012-11-01,2.2822
2012-11-02,0.6423
2012-11-03,
2012-11-04,
2012-11-05,-1.1085
2012-11-06,0.5774
2012-11-07,-0.8443
2012-11-08,-1.124
2012-11-09,-0.8267
2012-11-10,
2012-11-11,
2012-11-12,0.4168
2012-11-13,-1.1415
2012-11-14,-1.4346
2012-11-15,-1.8104
2012-11-16,-0.0723
2012-11-17,
2012-11-18,
2012-11-19,0.1447
2012-11-20,-0.4335
2012-11-21,1.7779
2012-11-22,
2012-11-23,0.7487
2012-11-24,
2012-11-25,
2012-11-26,0.0
2012-11-27,-0.7077
2012-11-28,0.392
2012-11-29,1.1005
2012-11-30,-0.5618
2012-12-01,
2012-12-02,
2012-12-03,-0.2119
2012-12-04,0.7785
2012-12-05,0.0
2012-12-06,1.4747
2012-12-07,1.1764999999999999
2012-12-08,
2012-12-09,
2012-12-10,0.0342
2012-12-11,0.547
2012-12-12,-0.442
2012-12-13,0.4098
2012-12-14,0.8503
2012-12-15,
2012-12-16,
2012-12-17,-0.1012
2012-12-18,4.3889
2012-12-19,-1.229
2012-12-20,0.8513
2012-12-21,-0.6818
2012-12-22,
2012-12-23,
2012-12-24,-0.6211
2012-12-25,
2012-12-26,-0.1316
2012-12-27,-0.1647
2012-12-28,-0.165
2012-12-29,
2012-12-30,
2012-12-31,1.0905
2013-01-01,
2013-01-02,1.3075999999999999
2013-01-03,-0.484
2013-01-04,1.1349
2013-01-05,
2013-01-06,
2013-01-07,1.1542
2013-01-08,-1.141
2013-01-09,-0.545
2013-01-10,-0.3868
2013-01-11,0.8414
2013-01-12,
2013-01-13,
2013-01-14,-0.0642
2013-01-15,0.578
2013-01-16,-0.7024
2013-01-17,0.5788
2013-01-18,1.1189
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,-0.411
2013-01-23,0.6349
2013-01-24,1.5142
2013-01-25,-0.1243
2013-01-26,
2013-01-27,
2013-01-28,1.2446
2013-01-29,-0.0922
2013-01-30,0.0923
2013-01-31,-0.0922
2013-02-01,0.0923
2013-02-02,
2013-02-03,
2013-02-04,-1.7517
2013-02-05,1.0635
2013-02-06,-0.031
2013-02-07,1.2692999999999999
2013-02-08,0.3057
2013-02-09,
2013-02-10,
2013-02-11,-0.4267
2013-02-12,1.8058999999999998
2013-02-13,1.383
2013-02-14,-3.4698
2013-02-15,-0.4608
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,0.8951
2013-02-20,-1.346
2013-02-21,-1.1783
2013-02-22,1.2237
2013-02-23,
2013-02-24,
2013-02-25,0.527
2013-02-26,1.6651
2013-02-27,2.4264
2013-02-28,-0.2369
2013-03-01,1.0686
2013-03-02,
2013-03-03,
2013-03-04,0.0587
2013-03-05,0.7962
2013-03-06,1.258
2013-03-07,-0.8957
2013-03-08,1.7201
2013-03-09,
2013-03-10,
2013-03-11,-0.172
2013-03-12,-0.402
2013-03-13,0.1153
2013-03-14,-0.2879
2013-03-15,0.0866
2013-03-16,
2013-03-17,
2013-03-18,-0.1731
2013-03-19,-0.3179
2013-03-20,0.4929
2013-03-21,-0.6059
2013-03-22,0.5225
2013-03-23,
2013-03-24,
2013-03-25,-0.1733
2013-03-26,1.1571
2013-03-27,0.5433
2013-03-28,1.8771
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-1.2284
2013-04-02,-0.0848
2013-04-03,-0.9052
2013-04-04,-0.2284
2013-04-05,-0.9728
2013-04-06,
2013-04-07,
2013-04-08,0.6934
2013-04-09,0.1722
2013-04-10,1.6901000000000002
2013-04-11,0.9577
2013-04-12,-0.9766
2013-04-13,
2013-04-14,
2013-04-15,-2.2823
2013-04-16,1.1246
2013-04-17,-0.3422
2013-04-18,-0.6581
2013-04-19,0.6624
2013-04-20,
2013-04-21,
2013-04-22,-1.4878
2013-04-23,-0.029
2013-04-24,-0.1453
2013-04-25,0.7565
2013-04-26,0.3176
2013-04-27,
2013-04-28,
2013-04-29,-1.468
2013-04-30,1.1394
2013-05-01,2.022
2013-05-02,0.0283
2013-05-03,0.8774
2013-05-04,
2013-05-05,
2013-05-06,1.0662
2013-05-07,0.6941
2013-05-08,0.7444
2013-05-09,0.7115
2013-05-10,0.2989
2013-05-11,
2013-05-12,
2013-05-13,-5.1477
2013-05-14,-1.0283
2013-05-15,0.9812
2013-05-16,0.0286
2013-05-17,0.8
2013-05-18,
2013-05-19,
2013-05-20,0.4252
2013-05-21,-1.6088
2013-05-22,-0.8893
2013-05-23,-0.2026
2013-05-24,1.5371000000000001
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,-0.2285
2013-05-29,-2.9488
2013-05-30,-0.0295
2013-05-31,0.059
2013-06-01,
2013-06-02,
2013-06-03,0.7667
2013-06-04,-1.0585
2013-06-05,-0.7132
2013-06-06,0.6286
2013-06-07,1.8739
2013-06-08,
2013-06-09,
2013-06-10,-0.7883
2013-06-11,-0.1471
2013-06-12,-0.0295
2013-06-13,1.2382
2013-06-14,-0.0291
2013-06-15,
2013-06-16,
2013-06-17,0.7865
2013-06-18,1.3873
2013-06-19,-0.0855
2013-06-20,-1.7404
2013-06-21,-1.2485
2013-06-22,
2013-06-23,
2013-06-24,-0.2646
2013-06-25,-0.3243
2013-06-26,-0.0592
2013-06-27,0.9174
2013-06-28,-1.4956
2013-06-29,
2013-06-30,
2013-07-01,-0.9229
2013-07-02,2.0733
2013-07-03,-0.0883
2013-07-04,
2013-07-05,2.2392
2013-07-06,
2013-07-07,
2013-07-08,1.1527
2013-07-09,-2.4786
2013-07-10,-2.045
2013-07-11,2.1772
2013-07-12,0.613
2013-07-13,
2013-07-14,
2013-07-15,-0.087
2013-07-16,-1.7422
2013-07-17,-2.5709
2013-07-18,1.3649
2013-07-19,-0.6583
2013-07-20,
2013-07-21,
2013-07-22,0.6024
2013-07-23,-0.2994
2013-07-24,0.03
2013-07-25,-0.1801
2013-07-26,-0.0602
2013-07-27,
2013-07-28,
2013-07-29,0.3611
2013-07-30,0.6297
2013-07-31,-0.4172
2013-08-01,0.4788
2013-08-02,0.4765
2013-08-03,
2013-08-04,
2013-08-05,0.2075
2013-08-06,-0.3549
2013-08-07,-1.5732
2013-08-08,-0.9349
2013-08-09,0.7306
2013-08-10,
2013-08-11,
2013-08-12,0.9973
2013-08-13,-0.0598
2013-08-14,-1.5868
2013-08-15,-0.6389
2013-08-16,0.2143
2013-08-17,
2013-08-18,
2013-08-19,-0.55
2013-08-20,3.4101
2013-08-21,-0.2674
2013-08-22,0.9532
2013-08-23,0.5016
2013-08-24,
2013-08-25,
2013-08-26,1.3212
2013-08-27,-1.603
2013-08-28,1.2441
2013-08-29,1.024
2013-08-30,-0.0869
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,0.4928
2013-09-04,-0.375
2013-09-05,0.8396
2013-09-06,0.4881
2013-09-07,
2013-09-08,
2013-09-09,0.2286
2013-09-10,0.9122
2013-09-11,0.1412
2013-09-12,0.5642
2013-09-13,-0.2525
2013-09-14,
2013-09-15,
2013-09-16,0.1125
2013-09-17,2.2191
2013-09-18,1.5114
2013-09-19,0.6497
2013-09-20,-3.5234
2013-09-21,
2013-09-22,
2013-09-23,1.4218
2013-09-24,0.5223
2013-09-25,-0.0273
2013-09-26,-0.1094
2013-09-27,-0.5476
2013-09-28,
2013-09-29,
2013-09-30,0.3579
2013-10-01,1.8656000000000001
2013-10-02,-1.3736
2013-10-03,-0.8192
2013-10-04,0.2203
2013-10-05,
2013-10-06,
2013-10-07,-0.522
2013-10-08,-0.8561
2013-10-09,0.585
2013-10-10,3.3232
2013-10-11,-0.1876
2013-10-12,
2013-10-13,
2013-10-14,-0.2148
2013-10-15,-0.8342
2013-10-16,0.8412
2013-10-17,2.0183
2013-10-18,1.3980000000000001
2013-10-19,
2013-10-20,
2013-10-21,0.6243
2013-10-22,0.3878
2013-10-23,-1.3907
2013-10-24,1.802
2013-10-25,0.1539
2013-10-26,
2013-10-27,
2013-10-28,-0.2561
2013-10-29,1.4381
2013-10-30,-1.038
2013-10-31,0.8954
2013-11-01,1.2677
2013-11-02,
2013-11-03,
2013-11-04,-0.3005
2013-11-05,-0.8538
2013-11-06,0.5572
2013-11-07,-1.4861
2013-11-08,1.6875
2013-11-09,
2013-11-10,
2013-11-11,-0.2766
2013-11-12,0.8573
2013-11-13,0.475
2013-11-14,-0.5723
2013-11-15,0.951
2013-11-16,
2013-11-17,
2013-11-18,0.0744
2013-11-19,0.8174
2013-11-20,-0.516
2013-11-21,-0.1976
2013-11-22,2.2631
2013-11-23,
2013-11-24,
2013-11-25,2.0671
2013-11-26,1.2866
2013-11-27,0.988
2013-11-28,
2013-11-29,0.5358
2013-11-30,
2013-12-01,
2013-12-02,-0.9268
2013-12-03,-0.1871
2013-12-04,0.3983
2013-12-05,-0.3501
2013-12-06,1.9906000000000001
2013-12-07,
2013-12-08,
2013-12-09,0.2296
2013-12-10,-0.504
2013-12-11,-0.2993
2013-12-12,-0.7852
2013-12-13,6.1918
2013-12-14,
2013-12-15,
2013-12-16,0.0
2013-12-17,-1.0302
2013-12-18,-0.0221
2013-12-19,-0.0222
2013-12-20,0.4875
2013-12-21,
2013-12-22,
2013-12-23,0.441
2013-12-24,0.1976
2013-12-25,
2013-12-26,0.6354
2013-12-27,-0.5008
2013-12-28,
2013-12-29,
2013-12-30,-0.0438
2013-12-31,0.4597
2014-01-01,
2014-01-02,-1.7651
2014-01-03,0.5989
2014-01-04,
2014-01-05,
2014-01-06,-0.2205
2014-01-07,-0.4862
2014-01-08,-0.3553
2014-01-09,-1.248
2014-01-10,-0.4514
2014-01-11,
2014-01-12,
2014-01-13,-0.9748
2014-01-14,1.5796999999999999
2014-01-15,-0.2254
2014-01-16,-0.3614
2014-01-17,0.7028
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,1.3507
2014-01-22,0.6886
2014-01-23,-0.7059
2014-01-24,-3.9325
2014-01-25,
2014-01-26,
2014-01-27,-1.1101
2014-01-28,-0.6314
2014-01-29,-0.706
2014-01-30,1.8014000000000001
2014-01-31,-1.5367
2014-02-01,
2014-02-02,
2014-02-03,-2.9558
2014-02-04,2.6071999999999997
2014-02-05,0.8787
2014-02-06,2.3776
2014-02-07,1.5866
2014-02-08,
2014-02-09,
2014-02-10,2.1503
2014-02-11,-0.2881
2014-02-12,1.4222000000000001
2014-02-13,-0.8107
2014-02-14,0.3534
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,2.4873
2014-02-19,-0.3866
2014-02-20,0.0431
2014-02-21,-0.194
2014-02-22,
2014-02-23,
2014-02-24,0.8637
2014-02-25,-1.2417
2014-02-26,0.5853
2014-02-27,0.9052
2014-02-28,1.1106
2014-03-01,
2014-03-02,
2014-03-03,-1.7955
2014-03-04,1.4412
2014-03-05,-1.5119
2014-03-06,-0.8
2014-03-07,0.8718
2014-03-08,
2014-03-09,
2014-03-10,-0.0648
2014-03-11,-0.1297
2014-03-12,-2.3815
2014-03-13,-2.1069
2014-03-14,-0.6343
2014-03-15,
2014-03-16,
2014-03-17,0.1368
2014-03-18,1.5027
2014-03-19,-0.7627
2014-03-20,-0.9494
2014-03-21,0.5933
2014-03-22,
2014-03-23,
2014-03-24,0.5898
2014-03-25,-0.4285
2014-03-26,-0.5436
2014-03-27,0.4783
2014-03-28,0.3173
2014-03-29,
2014-03-30,
2014-03-31,0.836
2014-04-01,1.2548
2014-04-02,0.5753
2014-04-03,-0.308
2014-04-04,-1.8098
2014-04-05,
2014-04-06,
2014-04-07,-2.8994999999999997
2014-04-08,0.1852
2014-04-09,1.9409
2014-04-10,-1.6319
2014-04-11,-1.659
2014-04-12,
2014-04-13,
2014-04-14,1.359
2014-04-15,0.7166
2014-04-16,1.3771
2014-04-17,1.4942
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-0.0892
2014-04-22,0.6921
2014-04-23,0.0887
2014-04-24,2.0381
2014-04-25,-0.152
2014-04-26,
2014-04-27,
2014-04-28,1.3046
2014-04-29,0.8586
2014-04-30,-0.0851
2014-05-01,0.4899
2014-05-02,-0.4027
2014-05-03,
2014-05-04,
2014-05-05,0.2554
2014-05-06,-0.0212
2014-05-07,0.0637
2014-05-08,-0.7426
2014-05-09,0.1496
2014-05-10,
2014-05-11,
2014-05-12,0.7898
2014-05-13,0.2965
2014-05-14,-0.0422
2014-05-15,-1.9011
2014-05-16,0.4737
2014-05-17,
2014-05-18,
2014-05-19,1.3288
2014-05-20,-0.5499
2014-05-21,0.957
2014-05-22,0.653
2014-05-23,-0.4186
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.9458
2014-05-28,-0.7079
2014-05-29,0.8597
2014-05-30,0.3326
2014-05-31,
2014-06-01,
2014-06-02,-0.7045
2014-06-03,-1.2938
2014-06-04,0.3826
2014-06-05,0.3599
2014-06-06,0.5907
2014-06-07,
2014-06-08,
2014-06-09,-0.1888
2014-06-10,-0.5253
2014-06-11,-0.2957
2014-06-12,-0.9958
2014-06-13,-0.7276
2014-06-14,
2014-06-15,
2014-06-16,-0.0647
2014-06-17,1.2079
2014-06-18,0.8738
2014-06-19,0.4014
2014-06-20,1.431
2014-06-21,
2014-06-22,
2014-06-23,0.2075
2014-06-24,0.0
2014-06-25,-0.1449
2014-06-26,0.1037
2014-06-27,0.29
2014-06-28,
2014-06-29,
2014-06-30,-0.0207
2014-07-01,1.5699
2014-07-02,0.1424
2014-07-03,0.5483
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.3232
2014-07-08,-1.2563
2014-07-09,0.2873
